transaction_time,merch,cat_id,amount,name_1,name_2,gender,street,one_city,us_state,post_code,lat,lon,population_city,jobs,merchant_lat,merchant_lon,target
2019-01-27 20:10,"fraud_Kihn, Abernathy and Douglas",shopping_net,9.42,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,38.795078,-82.098829,0
2019-12-23 21:08,fraud_McKenzie-Huels,food_dining,14.89,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",32.457484,-90.988615,0
2019-10-25 20:01,fraud_Reichert-Weissnat,travel,7.77,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,42.298318,-87.043242,0
2019-08-27 19:28,fraud_Goldner-Lemke,entertainment,28.45,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,33.771264,-97.351158,0
2019-09-07 01:19,"fraud_Mosciski, Gislason and Mertz",grocery_pos,82.43,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,38.647348,-78.161991,0
2019-12-02 08:49,fraud_Dickinson-Rempel,misc_pos,284.57,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,46.255199,-86.955174,0
2019-04-23 11:39,"fraud_Osinski, Ledner and Leuschke",grocery_pos,131.66,David,Cole,M,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",32.265938,-80.747703,0
2019-11-23 00:21,fraud_Rutherford-Mertz,grocery_pos,120.35,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,39.094107,-87.032189,0
2019-08-26 20:43,fraud_Tillman LLC,travel,8.47,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",30.176331,-82.699344,0
2019-02-18 14:02,"fraud_Nienow, Barrows and Romaguera",personal_care,6.07,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,39.037542,-90.808182,0
2019-11-28 17:12,fraud_Kris-Kertzmann,travel,7.16,Jacqueline,Washington,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,29.069804,-81.275955,0
2019-01-11 21:17,fraud_Hirthe-Beier,health_fitness,48.09,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,39.949597,-75.560892,0
2019-12-19 10:28,fraud_Schumm PLC,shopping_net,99.16,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",36.805834,-84.084495,0
2019-05-18 16:37,fraud_Fadel Inc,health_fitness,4.31,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",34.153982,-117.726096,0
2020-01-24 23:49,fraud_Turner and Sons,shopping_pos,754.13,Audrey,Martinez,F,343 Joshua Views,Liberty Mills,IN,46946,41.0356,-85.7358,136,Soil scientist,41.599928,-85.431739,1
2019-12-09 23:36,"fraud_Bahringer, Schoen and Corkery",shopping_pos,99.56,Lisa,Lopez,F,32343 Saunders Course,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,37.501998,-89.695551,0
2019-08-17 05:04,fraud_Skiles-Ankunding,grocery_net,53.04,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,40.123471,-82.955809,0
2019-02-19 10:10,"fraud_Tillman, Dickinson and Labadie",gas_transport,67.88,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",31.991745,-80.80317,0
2019-12-16 17:17,fraud_Pfeffer and Sons,shopping_pos,6.4,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,34.296461,-118.20485,0
2019-11-10 08:04,fraud_Rodriguez Group,gas_transport,47.15,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",37.744807,-82.369352,0
2019-05-17 16:13,fraud_Auer LLC,personal_care,9.92,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,41.607605,-87.973664,0
2019-01-24 06:07,fraud_Hudson-Ratke,grocery_pos,112.53,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",37.422538,-74.740644,0
2019-09-01 16:43,fraud_Dare-Gibson,health_fitness,40.58,David,Everett,M,4138 David Fall,Morrisdale,PA,16858,41.0001,-78.2357,3688,Advice worker,41.411054,-79.184735,0
2019-06-12 12:49,fraud_Parker-Kunde,personal_care,80.51,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,45.016378,-70.148018,0
2019-07-06 13:12,fraud_Little Ltd,kids_pets,89.86,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,35.454127,-81.024346,0
2019-09-16 09:05,fraud_Cummerata-Jones,gas_transport,38.89,Kyle,Wilkinson,M,93970 Trujillo Causeway,Curlew,IA,50527,42.9633,-94.7975,223,Estate manager/land agent,42.417863,-94.322547,0
2019-03-01 20:10,"fraud_Bernhard, Grant and Langworth",shopping_pos,1.56,Ellen,Carrillo,F,9431 Amanda Mills,Odessa,MO,64076,38.9829,-93.9757,9512,Clinical research associate,39.121444,-94.24864,0
2019-04-22 07:01,fraud_Kiehn-Emmerich,grocery_pos,103.8,David,Bonilla,M,82073 Jessica Camp,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,30.807267,-83.373326,0
2019-10-31 12:10,fraud_Gerhold LLC,home,134.16,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,26.832943,-81.247736,0
2019-02-24 15:43,fraud_Bernier and Sons,kids_pets,186.24,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,34.297554,-81.480808,0
2019-06-17 06:01,fraud_Kris-Weimann,misc_net,8.63,Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,31.071888,-98.490909,0
2019-12-27 08:09,"fraud_Morissette, Weber and Wiegand",grocery_net,94.79,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,34.340948,-117.531066,0
2019-01-01 08:36,fraud_Bauch-Raynor,grocery_pos,206.85,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,40.814258,-74.626576,0
2019-07-20 06:37,"fraud_Zieme, Bode and Dooley",gas_transport,95.42,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",46.120071,-114.725335,0
2019-09-21 19:20,"fraud_Haley, Jewess and Bechtelar",shopping_pos,195.33,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,43.745829,-115.829661,0
2019-12-30 02:11,"fraud_Stokes, Christiansen and Sipes",grocery_net,68.77,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,34.171107,-87.51912,0
2020-01-18 15:06,"fraud_Conroy, Balistreri and Gorczany",health_fitness,6.16,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,42.541408,-76.241897,0
2019-06-24 02:05,fraud_Pacocha-Bauch,shopping_pos,3.87,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,32.758669,-97.853986,0
2019-04-27 13:15,fraud_Hackett Group,travel,3.04,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",44.228852,-87.022699,0
2019-12-15 18:28,fraud_Heathcote LLC,shopping_net,3.21,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",29.44964,-90.692992,0
2020-02-02 04:24,fraud_Halvorson Group,misc_pos,2.71,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,39.406298,-106.92332,0
2019-03-10 01:56,fraud_Thiel-Thiel,entertainment,135.51,Ashley,Mcdonald,F,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,35.468092,-81.562175,0
2020-03-02 08:06,fraud_Kunze Inc,grocery_pos,94.69,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,29.03515,-81.314011,0
2020-02-22 19:42,"fraud_Effertz, Welch and Schowalter",entertainment,93.9,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",44.146145,-85.584234,0
2019-08-15 19:55,fraud_Brown Inc,kids_pets,5.89,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,34.650747,-81.140344,0
2019-08-11 17:40,"fraud_Medhurst, Labadie and Gottlieb",travel,3.06,Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,33.650267,-111.721658,0
2019-08-10 18:50,fraud_Turner LLC,travel,539.61,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,37.505886,-79.79707,0
2020-02-19 12:40,fraud_Jakubowski Inc,home,39.67,Melissa,Rodriguez,F,81708 Christopher Plaza,Jordanville,NY,13361,42.8948,-74.8209,824,Travel agency manager,43.641174,-74.927556,0
2020-01-03 13:45,fraud_Reynolds-Schinner,misc_pos,2.07,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,32.899536,-87.350558,0
2019-07-28 06:54,fraud_Cartwright-Harris,grocery_pos,104.19,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515,38.1981,-86.6821,965,Horticultural therapist,38.499466,-86.868223,0
2019-01-22 02:42,fraud_Cole PLC,grocery_pos,211.15,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,40.75295,-108.369545,0
2019-06-13 08:47,fraud_Murray-Smitham,grocery_pos,48.07,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,33.782134,-117.966993,0
2019-02-20 20:28,fraud_Wilkinson LLC,personal_care,3.06,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),42.213666,-97.343897,0
2019-05-05 11:50,fraud_Schmitt Inc,gas_transport,61.65,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",48.464325,-96.013535,0
2019-09-20 04:37,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,57.63,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,36.409844,-105.244071,0
2019-09-30 19:19,"fraud_Turcotte, Batz and Buckridge",health_fitness,14.13,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,42.573762,-73.825852,0
2019-08-06 23:49,fraud_Kutch-Wilderman,home,38.35,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,30.27959,-90.670912,0
2019-03-18 03:05,"fraud_Reilly, Heaney and Cole",gas_transport,62.87,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",31.20453,-90.385552,0
2020-03-07 15:51,fraud_Bernier and Sons,kids_pets,4.43,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",31.181252,-85.27354,0
2019-05-11 10:25,fraud_Welch Inc,misc_net,1.01,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,47.590724,-121.816059,0
2020-01-12 18:55,fraud_Hermann and Sons,shopping_pos,7.67,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,40.671608,-77.47016,0
2019-12-15 16:02,fraud_Hyatt-Blick,travel,4.39,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",44.093209,-73.063678,0
2019-03-02 08:22,"fraud_Schaefer, McGlynn and Bosco",gas_transport,80.88,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,42.618497,-73.631525,0
2019-08-30 12:47,"fraud_Schumm, McLaughlin and Carter",food_dining,33.5,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,43.072992,-88.753617,0
2019-09-14 03:39,fraud_Emard Inc,gas_transport,56.4,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,41.955776,-73.212604,0
2019-09-01 12:14,"fraud_Schneider, Hayes and Nikolaus",food_dining,8.24,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,42.261978,-73.487525,0
2019-02-09 12:23,"fraud_O'Connell, Botsford and Hand",home,2.68,Sharon,Powell,F,101 Carla Loop,Wendel,CA,96136,40.3406,-120.2824,104,"Teacher, adult education",39.668576,-119.791699,0
2020-01-20 04:01,"fraud_Jenkins, Hauck and Friesen",gas_transport,58.83,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,41.134487,-78.742602,0
2019-09-29 14:10,fraud_Macejkovic-Lesch,shopping_pos,114.07,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",32.388408,-79.98485,0
2019-03-25 22:47,"fraud_Bahringer, Bergnaum and Quitzon",home,78.43,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",40.611086,-99.484754,0
2019-08-05 07:45,fraud_Murray Ltd,grocery_net,24.55,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,32.943566,-80.019993,0
2019-10-30 13:47,fraud_Stark-Batz,entertainment,38.16,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,42.39118,-99.735344,0
2020-02-23 09:55,fraud_Kiehn-Emmerich,grocery_pos,47.47,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,41.461309,-75.588979,0
2019-05-08 23:11,fraud_Will Ltd,food_dining,22.65,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",28.240153,-83.533937,0
2019-12-08 18:04,fraud_Connelly-Carter,home,42.43,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,46.17192,-122.394854,0
2019-07-23 22:31,fraud_Gottlieb-Hansen,personal_care,7.86,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",41.784875,-80.030707,0
2019-09-24 00:31,fraud_Kuvalis Ltd,gas_transport,45.39,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,42.957631,-79.364985,0
2019-03-06 04:50,fraud_Roberts-Beahan,misc_pos,74.56,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,40.133959,-85.300541,0
2019-08-23 13:28,"fraud_Becker, Harris and Harvey",personal_care,41.31,David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,41.82275,-93.105558,0
2019-12-22 09:44,fraud_Kris-Padberg,shopping_pos,2.51,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",34.664353,-91.569786,0
2019-05-20 09:28,"fraud_Quitzon, Green and Bashirian",shopping_pos,2.83,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,41.909763,-80.183818,0
2019-10-13 03:05,fraud_Marks Inc,gas_transport,73.04,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,38.93483,-100.110673,0
2019-10-06 18:15,fraud_Lynch-Wisozk,home,41.45,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,32.438075,-97.24516,0
2019-05-17 15:54,"fraud_Koss, Hansen and Lueilwitz",home,30.98,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,40.668586,-86.867218,0
2019-09-29 20:57,fraud_Macejkovic-Lesch,shopping_pos,8.07,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,42.246666,-104.383294,0
2019-04-15 13:24,fraud_Kassulke Inc,entertainment,124.78,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,36.400148,-82.016082,0
2019-11-11 14:21,"fraud_Turner, Ziemann and Lehner",food_dining,126.95,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,36.205241,-80.517744,0
2019-11-03 11:46,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,10.16,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,43.167403,-73.117244,0
2019-10-08 12:42,fraud_Jacobi Inc,health_fitness,22.49,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",41.057529,-97.811419,0
2019-09-07 01:25,fraud_Stiedemann Inc,misc_pos,26.85,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",40.664978,-80.926015,0
2019-12-16 02:08,fraud_Bartoletti-Wunsch,gas_transport,49.86,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,42.365931,-75.664395,0
2020-01-20 14:44,"fraud_Conroy, Balistreri and Gorczany",health_fitness,80.89,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",45.385071,-86.881484,0
2019-06-13 16:15,"fraud_Bins, Balistreri and Beatty",shopping_pos,5.38,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,43.127984,-83.875698,0
2019-04-21 11:54,fraud_Stiedemann Ltd,food_dining,57.65,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",31.327524,-95.973637,0
2019-03-02 07:02,fraud_Bradtke PLC,grocery_pos,135.63,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,38.847959,-121.349587,0
2019-02-22 18:24,"fraud_Bahringer, Schoen and Corkery",shopping_pos,4.25,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,39.528886,-119.632385,0
2019-03-29 19:12,fraud_Nienow PLC,entertainment,65.02,Jeffrey,Lewis,M,24255 Bryan Square,Palermo,ND,58769,48.3396,-102.24,229,Administrator,48.553888,-102.207712,0
2019-09-16 21:57,fraud_Friesen Ltd,health_fitness,12.98,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,35.727843,-80.100185,0
2019-09-12 18:23,fraud_Hills-Boyer,personal_care,43.37,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,39.814249,-90.021253,0
2019-08-24 11:50,fraud_Maggio-Fahey,misc_pos,6.83,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,39.543772,-95.328999,0
2019-09-16 11:14,fraud_Strosin-Cruickshank,grocery_pos,186.67,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",43.45434,-72.216475,0
2020-02-27 10:42,"fraud_Zieme, Bode and Dooley",gas_transport,48.08,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769,33.357,-89.0473,1923,Medical physicist,32.957292,-89.834315,0
2019-02-28 04:54,"fraud_Raynor, Reinger and Hagenes",gas_transport,52.75,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",48.018645,-96.166601,0
2019-12-06 19:42,fraud_Lemke and Sons,travel,7.43,Kevin,Pena,M,2674 Bentley Radial,Damascus,VA,24236,36.6403,-81.7776,3085,Land/geomatics surveyor,37.131587,-82.514588,0
2019-11-17 00:43,fraud_Cummings LLC,gas_transport,44.49,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,38.187721,-86.047169,0
2019-11-10 15:53,fraud_Abshire PLC,entertainment,28.37,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,41.939808,-73.508241,0
2019-07-17 08:27,fraud_Heidenreich PLC,grocery_pos,102.82,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,41.159531,-75.488728,0
2019-04-11 15:17,fraud_Douglas-White,entertainment,1.08,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,38.065797,-93.266598,0
2019-01-21 05:06,fraud_Torp-Labadie,gas_transport,69.86,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",44.772765,-104.757524,0
2019-06-16 11:39,fraud_Heidenreich PLC,grocery_pos,100.0,Christina,Eaton,F,3256 Brooks Field,Eldridge,AL,35554,33.9315,-87.6194,1186,Politician's assistant,33.049017,-87.443276,0
2020-02-14 23:23,fraud_Bode-Rempel,kids_pets,12.13,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,32.544841,-91.312811,0
2019-04-07 19:01,fraud_Prosacco LLC,personal_care,150.35,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,38.697114,-93.283479,0
2019-06-15 04:04,"fraud_Christiansen, Goyette and Schamberger",gas_transport,80.5,David,Cole,M,7955 Allen Orchard Apt. 336,Springfield,GA,31329,32.3697,-81.3618,9034,"Therapist, occupational",33.098487,-81.654415,0
2019-06-27 10:11,fraud_Miller-Hauck,grocery_pos,102.97,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",37.04097,-97.865368,0
2019-01-25 13:06,fraud_Sawayn PLC,shopping_pos,814.79,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,39.281859,-121.37163,0
2020-03-09 15:44,fraud_Reilly and Sons,health_fitness,58.86,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,49.344921,-121.556315,0
2020-01-26 22:56,fraud_Haley Group,misc_pos,82.47,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,40.745144,-79.413394,0
2019-05-12 13:04,fraud_Turner and Sons,shopping_pos,251.42,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,39.740804,-74.079826,0
2020-01-15 09:24,fraud_Bauch-Raynor,grocery_pos,195.89,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,34.139336,-91.089125,0
2019-12-20 01:35,fraud_Conroy-Cruickshank,gas_transport,34.76,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,44.649508,-70.751359,0
2019-11-07 01:03,"fraud_Lakin, Ferry and Beatty",food_dining,46.77,John,Hudson,M,886 Nicole Key,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,35.449942,-97.527672,0
2019-03-03 16:06,"fraud_Quitzon, Green and Bashirian",shopping_pos,1.88,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,37.453035,-122.630269,0
2019-12-27 21:22,fraud_Herman Inc,misc_pos,5.03,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",28.505895,-82.399343,0
2019-05-06 06:31,fraud_Bins-Rice,gas_transport,57.39,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",45.540889,-93.885395,0
2019-03-12 03:35,fraud_Parisian and Sons,gas_transport,46.19,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",44.737962,-87.054372,0
2019-12-20 13:02,fraud_Buckridge PLC,misc_pos,7.48,Christian,Johns,M,892 Solis Neck,Lonsdale,MN,55046,44.4477,-93.4252,5211,Chief Strategy Officer,44.841967,-93.217081,0
2019-12-09 14:29,fraud_Boyer-Reichert,shopping_net,264.27,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,27.208871,-98.276902,0
2019-08-26 04:44,"fraud_Ruecker, Beer and Collier",shopping_net,9.53,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,36.808522,-119.430332,0
2019-12-30 15:03,"fraud_Bahringer, Osinski and Block",food_dining,75.22,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,39.923628,-95.117724,0
